country	place	DISEASE_COUNT
Nepal	Dotī, Far Western Region, Nepal	4
Nepal	Kanchanpur, Nepal	1
Nepal	Kathmandu, Nepal	3
Nepal	Khotang, Nepal	3
Nepal	Kālīkot, Mid Western Region, Nepal	1
Nepal	Lalitpur, Central Region, Nepal	1
Nepal	Mainaghat, Nawalparasi District, Western Region, Nepal	1
Nepal	Nepal	9
Nepal	Okhaldhunga, Nepal	1
Nepal	Panchthar, Nepal	2
Nepal	Sagarmāthā Zone, Eastern Region, Nepal	1
Nepal	Sanepa, Central Region, Nepal	2
Nepal	Sarlahi, Nepal	1
Nepal	Sindhulī, Nepal	1
Nepal	Tanahun, Nepal	1
Netherlands	Friesland, Netherlands	1
Netherlands	Hagestein, Utrecht, Netherlands	2
Netherlands	Netherlands	27
Netherlands	Sittard, Limburg, Netherlands	1
Netherlands	Utrecht, The Netherlands	1
New Zealand	Auckland City Hospital, Grafton 1023, New Zealand	2
New Zealand	Auckland, New Zealand	1
New Zealand	Bay of Plenty, New Zealand	1
New Zealand	Canterbury, New Zealand	3
New Zealand	Cape Runaway, New Zealand	1
New Zealand	Cardrona, Otago, New Zealand	2
New Zealand	Christchurch, Canterbury, New Zealand	1
New Zealand	Darfield, Canterbury, New Zealand	4
New Zealand	Gisborne, New Zealand	1
New Zealand	Hawke's Bay, New Zealand	1
New Zealand	Hawkes Bay, New Zealand	1
New Zealand	Hororata, Canterbury, New Zealand	1
New Zealand	Huntleigh Hospital & Rest Home, Karori, Wellington, New Zealand	1
New Zealand	Invercargill, Southland, New Zealand	2
New Zealand	Kerikeri, Northland, New Zealand	1
New Zealand	Merrivale Rest Home, Whangarei, Northland, New Zealand	1
New Zealand	Middlemore Hospital, Papatoetoe, New Zealand	4
New Zealand	Nelson, New Zealand	2
New Zealand	New Zealand	8
New Zealand	Northland, New Zealand	1
New Zealand	Palmerston North Hospital,  New Zealand	1
New Zealand	Rotorua, Bay of Plenty, New Zealand	2
New Zealand	Selwyn Village, Auckland, New Zealand	1
New Zealand	Southland, New Zealand	1
New Zealand	Tauranga Hospital, Tauranga South, New Zealand	2
New Zealand	Tauranga, Bay of Plenty, New Zealand	1
New Zealand	Te Awamutu, New Zealand	1
New Zealand	Waikato Hospital, Hamilton, New Zealand	2
New Zealand	Waikato, New Zealand	1
New Zealand	Wellington, New Zealand	3
New Zealand	Whangarei, New Zealand	2
Nicaragua	Departamento de León, Nicaragua	1
Nicaragua	Departamento de Managua, Nicaragua	1
Nicaragua	Departamento de Masaya, Nicaragua	1
Nicaragua	Managua, Nicaragua	1
Nicaragua	Nicaragua	10
Niger	Maradi, Maradi, Niger	1
Niger	Niger	4
Nigeria	Bauchi State, Nigeria	1
Nigeria	Borno State, Nigeria	1
Nigeria	Cross River State, Nigeria	3
Nigeria	Gombe State, Nigeria	1
Nigeria	Ibadan, Oyo, Nigeria	1
Nigeria	Jigawa State, Nigeria	1
Nigeria	Kaduna State, Nigeria	2
Nigeria	Kano State, Nigeria	1
Nigeria	Katsina State, Nigeria	5
Nigeria	Lagos State, Nigeria	2
Nigeria	Minna, Niger, Nigeria	1
Nigeria	Niger State, Nigeria	1
Nigeria	Nigeria	19
Nigeria	Oyo State, Nigeria	1
Nigeria	Rimi, Katsina, Nigeria	2
Nigeria	Sokoto State, Nigeria	2
Nigeria	Soro, Bauchi State, Nigeria	4
Nigeria	Taraba State, Nigeria	1
Nigeria	Yobe State, Nigeria	4
Nigeria	Zamfara State, Nigeria	2
Norway	Fræna, Møre og Romsdal, Norway	1
Norway	Hustad, Møre og Romsdal, Norway	1
Norway	Norway	4
Norway	Oslo, Oslo, Norway	1
Norway	Telemark, Telemark, Norway	2
Oman	Oman	1
Oman	Rustaq, Al Batinah South, Oman	1
Pakistan	Adyala Jail/Central Jail Rawalpindi, Pakistan	1
Pakistan	Balochistān, Pakistan	2
Pakistan	Bājaur Agency, Federally Administered Tribal Areas, Pakistan	2
Pakistan	Cholistan, Punjab, Pakistan	1
Pakistan	Dīr District, North West Frontier Province, Pakistan	1
Pakistan	Federally Administered Tribal Areas, Pakistan	3
Pakistan	Gilgit-Baltistan, Pakistan	1
Pakistan	Hyderabad, Sindh, Pakistan	2
Pakistan	Islamabad, Islāmābād, Pakistan	3
Pakistan	Jhang District, Punjab, Pakistan	1
Pakistan	Kalām, North West Frontier Province, Pakistan	2
Pakistan	Karachi, Sindh, Pakistan	29
Pakistan	Karak, North West Frontier Province, Pakistan	1
Pakistan	Khyber Agency, Federally Administered Tribal Areas, Pakistan	1
Pakistan	Khyber Pakhtunkhwa, Pakistan	10
Pakistan	Kurram Agency, Federally Administered Tribal Areas, Pakistan	1
Pakistan	Lahore, Punjab, Pakistan	11
Pakistan	Lakki Marwat, North West Frontier Province, Pakistan	1
Pakistan	Mardan, North-West Frontier, Pakistan	1
Pakistan	Nankāna Sāhib, Punjab, Pakistan	1
Pakistan	North Wazīristān Agency, Federally Administered Tribal Areas, Pakistan	2
Pakistan	Pakistan	31
Pakistan	Punjab, Pakistan	12
Pakistan	Rawalpindi, Punjab, Pakistan	4
Pakistan	Sindh, Pakistan	7
Pakistan	South Wazīristān Agency, Federally Administered Tribal Areas, Pakistan	2
Pakistan	Swābi, North West Frontier Province, Pakistan	1
Pakistan	Swābi, North-West Frontier, Pakistan	1
Pakistan	Tharpārkar, Sindh, Pakistan	3
Pakistan	Torghar, Sindh, Pakistan	1
Palestinian Authority	Gaza Strip	1
Palestinian Authority	Jenin,  West Bank, West Bank	2
Palestinian Authority	Nablus, West Bank, Palestinian Territories	1
Palestinian Authority	Palestinian Authority	1
Palestinian Authority	Qalqilyah, West Bank, Palestine	4
Palestinian Authority	West Bank	2
Panama	Distrito Penonomé, Coclé, Panama	1
Panama	Distrito Santiago, Veraguas, Panama	1
Panama	Panama	6
Panama	Panamá, Panamá, Panama	3
Panama	Penonome, Panama	1
Panama	Provincia de Herrera, Panama	1
Panama	Provincia del Darién, Panama	1
Papua New Guinea	Daru Island, Western Province, Papua New Guinea	1
Papua New Guinea	Papua New Guinea	1
Papua New Guinea	Vanimo District, Sandaun, Papua New Guinea	2
Paraguay	Asunción, Asunción, Paraguay	1
Paraguay	Asunción, Paraguay	1
Paraguay	Departamento Central, Paraguay	1
Paraguay	Departamento de San Pedro, Paraguay	1
Paraguay	Fernando de la Mora, Central, Paraguay	1
Paraguay	Foz de Iguazu, San Lorenzo, Paraguay	1
Paraguay	Guarambaré, Paraguay	1
Paraguay	Horqueta, Concepción, Paraguay	2
Paraguay	Luque, Central, Paraguay	1
Paraguay	Nemby, Central, Paraguay	1
Paraguay	Paraguay	40
Paraguay	San Lorenzo, Central, Paraguay	1
Paraguay	Ypacaraí, Paraguay	2
Paraguay	Ypané, Paraguay	1
Peru	Amazonas Region, Peru	1
Peru	Arequipa, Arequipa, Peru	1
Peru	Cachachi, Cajamarca, Peru	1
Peru	Chimbote, Ancash, Peru	7
Peru	Chucuito, Peru	2
Peru	Departamento de Cusco, Peru	4
Peru	Departamento de Huancavelica, Peru	1
Peru	Departamento de Ica, Peru	1
Peru	Departamento de Madre de Dios, Peru	2
Peru	Departamento de Pasco, Peru	1
Peru	Departamento de Piura, Peru	1
Peru	Departamento de Puno, Peru	1
Peru	Departamento de San Martín, Peru	2
Peru	Departamento de la Libertad, Peru	2
Peru	Huancavelica, Huancavelica, Peru	1
Peru	Iquitos, Loreto, Peru	1
Peru	La Banda de Shilcayo, Tarapoto, Peru	1
Peru	Macusani, Peru	2
Peru	Madre de Dios, Piura, Peru	1
Peru	Manú, Peru	1
Peru	Morales, Tarapoto, Peru	1
Peru	Nuevo Chimbote, Ancash, Peru	1
Peru	Pampa Galeras, Ayacucho, Peru	1
Peru	Peru	24
Peru	Pisco, Ica, Peru	1
Peru	Piura, Peru	2
Peru	Provincia de Carabaya, Puno, Peru	3
Peru	Provincia de Casma, Ancash, Peru	1
Peru	Provincia de Huancayo, Junín, Peru	1
Peru	Provincia de Moyobamba, San Martín, Peru	1
Peru	Provincia de Piura, Piura, Peru	1
Peru	Provincia de Talara, Piura, Peru	1
Peru	Pucallpa, Ucayali, Peru	1
Peru	Región de Ucayali, Ucayali, Peru	1
Peru	Río Urubamba, Cusco, Peru	1
Peru	San Martin, Peru	2
Peru	Sullana, Peru	5
Philippines	Albay, Bicol, Philippines	2
Philippines	Apayao, Cordillera Administrative Region, Philippines	2
Philippines	Autonomous Region in Muslim Mindanao, Philippines	1
Philippines	Batan Island, Bicol, Philippines	3
Philippines	Benguet, Cordillera Administrative Region, Philippines	2
Philippines	Cagayan Valley Region, Philippines	1
Philippines	Cagayan de Oro, PH.B2, Philippines	1
Philippines	Cagayan de Oro, Philippines	2
Philippines	Calabarzon Region, Philippines	1
Philippines	Central Visayas Region, Philippines	1
Philippines	Cordillera Administrative Region, Philippines	1
Philippines	Cotabato, Philippines	1
Philippines	Dagupan City, Dagupan, Philippines	2
Philippines	Davao City, Davao, Philippines	2
Philippines	Davao Region, Philippines	4
Philippines	Davao, Davao, Philippines	1
Philippines	Iloilo City, Iloilo, Philippines	2
Philippines	Kabugao, Cordillera Administrative Region, Philippines	3
Philippines	Luzon, Philippines	1
Philippines	Makati City, Philippines	1
Philippines	Makilala, North Cotabato Province, Philippines	2
Philippines	Manila, Manila, Philippines	1
Philippines	Northern Mindanao Region, Philippines	1
Philippines	Philippines	33
Philippines	Province of Abra, Abra, Philippines	1
Philippines	Province of Cagayan, Cagayan, Philippines	1
Philippines	Province of Davao del Sur, Davao del Sur, Philippines	1
Philippines	Province of Misamis Oriental, Misamis Oriental, Philippines	2
Philippines	Province of North Cotabato, North Cotabato, Philippines	1
Philippines	San Fernando, Pampanga, Philippines	2
Philippines	Surigao del Sur, Caraga, Philippines	1
Poland	Poland	5
Portugal	Madeira, Portugal	7
Portugal	Portugal	7
Portugal	Região Autónoma da Madeira, Madeira, Portugal	31
Qatar	Qatar	27
Qatar	Qatar, Qatar	1
Republic of Congo	Likouala, Republic of the Congo	3
Republic of Congo	Republic of Congo	14
Republic of Macedonia	Republic of Macedonia	3
Republic of Macedonia	Skopje, Macedonia	1
Romania	Braşov, Braşov, Romania	1
Romania	Dâmboviţa, Romania	2
Romania	Ialomiţa, Romania	1
Romania	Romania	2
Romania	Tulcea, Romania	1
Romania	Zarnesti, Braşov, Romania	3
Russia	Adygea Republic	1
Russia	Altai Krai	19
Russia	Amur Oblast	5
Russia	Anapa, Krasnodarskiy, Russia	1
Russia	Arkhangelsk Oblast	5
Russia	Astrakhan Oblast	2
Russia	Balakovo, Saratov, Russian Federation	5
Russia	Bashkiriya, Bashkortostan, Russia	1
Russia	Bashkortostan Republic	3
Russia	Belgorod Oblast	2
Russia	Belovo, Kemerovo, Russian Federation	1
Russia	Boguchany, Krasnoyarskiy, Russia	1
Russia	Bolgotovo, Pskov, Russia	1
Russia	Bratsk, Irkutsk, Russia	2
Russia	Chelyabinsk Oblast	8
Russia	Chita Oblast	3
Russia	Chitinskaya Oblast, Russia	1
Russia	Dagestan	3
Russia	Dorino, Tver Oblast, Russian Federation	1
Russia	Druzhba, Altai Krai, Russia	11
Russia	Ekaterinburg, Russia	1
Russia	Goritsy, Tverskaya, Russia	1
Russia	Irkutsk	1
Russia	Irkutsk Oblast	6
Russia	Jewish Autonomous Oblast, Russian Federation	1
Russia	Kabardino-Balkaria, Russian Federation	2
Russia	Kachkanar, Sverdlovsk, Russian Federation	1
Russia	Kaliningrad Oblast	1
Russia	Kalmykia Republic	2
Russia	Kazan', Tatarstan, Russia	1
Russia	Kemerovo Oblast	1
Russia	Khabarovsk Krai	1
Russia	Khabarovsk, Khabarovsk Krai, Russia	1
Russia	Khakassia Republic	1
Russia	Konstantinovsk, Rostov, Russia	1
Russia	Kotlassky District, Arkhangelsk Oblast, Russia	1
Russia	Krasavino, Vologda, Russian Federation	2
Russia	Krasnodar	8
Russia	Krasnodar Krai	21
Russia	Krasnodar, Krasnodarskiy kray, Russia	1
Russia	Krasnodarskiy Kray, Krasnodarskiy, Russia	1
Russia	Krasnoyarsk	2
Russia	Krasnoyarsk Krai	4
Russia	Lesogorsk, Irkutsk, Russian Federation	3
Russia	Lipetsk Oblast	4
Russia	Lunino, Penza, Russia	1
Russia	Magadan Oblast	1
Russia	Mariy-El Republic	3
Russia	Moscow	10
Russia	Moscow, Moscow, Russia	1
Russia	Navashino, Nizjnij Novgorod, Russian Federation	1
Russia	Nizhny Novgorod	1
Russia	Nizhny Novgorod Oblast	3
Russia	Norilsk, Krasnoyarskiy, Russian Federation	2
Russia	Novgorod Oblast	2
Russia	Novosibirsk Oblast	4
Russia	Omsk Oblast	4
Russia	Oryol Oblast, Russian Federation	1
Russia	Panino, Voronezh Oblast, Russian Federation	1
Russia	Penza Oblast	3
Russia	Perm Krai	3
Russia	Primorskiy Kray, Russia	2
Russia	Pskov Oblast	1
Russia	Rostov Oblast	4
Russia	Russia	69
Russia	Ryazan Oblast	1
Russia	Saint Petersburg, Russia	2
Russia	Sakhalin, Sakhalin, Russia	2
Russia	Samara Oblast	12
Russia	Saratov, Saratov, Russia	2
Russia	Siberian Federal District	2
Russia	Snezhinsk, Chelyabinsk Oblast, Russia	1
Russia	Southern Federal District	2
Russia	St. Petersburg	1
Russia	Surgut, Samara, Russian Federation	2
Russia	Sverdlovsk Oblast	5
Russia	Tatarstan	2
Russia	Tolyatti, Samara, Russia	2
Russia	Tomsk	1
Russia	Transbaikalia, Russia	2
Russia	Tselina, Rostov Oblast, Russia	1
Russia	Tselinsky District, Rostov Oblast, Russia	1
Russia	Tuapse, Krasnodar Krai, Russian Federation	3
Russia	Tula, Tula, Russia	2
Russia	Tver Oblast, Russian Federation	12
Russia	Tyumen Oblast	3
Russia	Udmurt Republic	3
Russia	Ufa, Bashkortostan, Russia	2
Russia	Ulyanovsk, Russia	1
Russia	Ust'-Imalka, Zabaykalsky Krai, Russia	1
Russia	Ust-Barguzin, Buryatiya, Russian Federation	2
Russia	Ust-Labinsk, Krasnodarskiy, Russia	1
Russia	Verkhoturye, Sverdlovsk, Russian Federation	1
Russia	Volgodonsk, Rostov, Russia	1
Russia	Volgograd Oblast	17
Russia	Volgograd, Volgograd, Russia	1
Russia	Vologda Oblast	1
Russia	Voronezh	1
Russia	Voronezh Oblast	11
Russia	Yakutiya, Sakha, Russia	1
Russia	Yaroslavl Oblast, Russia	3
Russia	Yuzhno-Sakhalinsk, Sakhalin, Russia	2
Russia	Zabaykalsky Krai, Russia	1
Russia	Zabaykalsky Krai, Russian Federation	1
Russia	Zerno, Altai Krai, Russian Federation	1
Samoa	Samoa	2
Samoa	Tulaele, Samoa	1
Sao Tome & Principe	Sao Tome & Principe	2
Saudi Arabia	Dammam, Ash Sharqiyah, Saudi Arabia	1
Saudi Arabia	Hail Province, Saudi Arabia	1
Saudi Arabia	Jazan, Jazan, Saudi Arabia	1
Saudi Arabia	Jeddah Saudi Arabia	3
Saudi Arabia	Makkah, Makkah, Saudi Arabia	1
Saudi Arabia	Medina, Al Madīnah, Saudi Arabia	2
Saudi Arabia	Riyadh Province, Saudi Arabia	1
Saudi Arabia	Saudi Arabia	60
Saudi Arabia	Ta'if, Makkah, Saudi Arabia	2
Saudi Arabia	Ḑuruma, Riyadh, Saudi Arabia	1
Serbia	Belgrade, Serbia	2
Serbia	Kosovo	4
Serbia	Pančevo, Serbia	1
Serbia	Serbia	14
Sierra Leone	Freetown, Western Area, Sierra Leone	3
Sierra Leone	Kenema, Eastern Province, Sierra Leone	2
Sierra Leone	Port Loko, Northern Province, Sierra Leone	1
Sierra Leone	Sierra Leone	81
Sierra Leone	Western Area, Sierra Leone	1
Singapore	Singapore	8
Slovakia	Slovakia	2
Somalia	Hoosingo, Lower Juba, Somalia	2
Somalia	Somalia	3
South Africa	Cold Stream, Eastern Cape, South Africa	1
South Africa	Eastern Cape Province, South Africa	1
South Africa	Johannesburg, Gauteng, South Africa	1
South Africa	Kruger National Park,  Mpumalanga, South Africa	2
South Africa	Kruger National Park, South Africa	4
South Africa	KwaZulu-Natal Region, South Africa	2
South Africa	Migdol, North-West, South Africa	1
South Africa	South Africa	9
South Africa	Western Cape Province, South Africa	5
South Korea	Gangwon Province, South Korea	1
South Korea	Jeju Province, South Korea	1
South Korea	North Chungcheong Province, South Korea	1
South Korea	North Jeolla Province, South Korea	1
South Korea	Seoul, South Korea	1
South Korea	South Chungcheong Province, South Korea	1
South Korea	South Jeolla Province, South Korea	1
South Korea	South Korea	4
South Sudan	Maban, Upper Nile, South Sudan	3
South Sudan	South Sudan	5
Spain	Albacete, Castille-La Mancha, Spain	1
Spain	Almería, Andalusia, Spain	1
Spain	Andalusia, Spain	2
Spain	Asturias, Principality of Asturias, Spain	1
Spain	Avilés, Spain	1
Spain	Biscay, Spain	1
Spain	Blanes, Spain	7
Spain	Cabrales, Spain	2
Spain	Castellón de la Plana, Valencia, Spain	1
Spain	Extremadura, Spain	1
Spain	Galicia, Spain	1
Spain	Gondomar, Pontevedra, Spain	2
Spain	Gáldar, Spain	1
Spain	Malaga, Spain	1
Spain	Murcia, Murcia, Spain	4
Spain	Málaga, Andalusia, Spain	2
Spain	Osuna, Andalusia, Spain	3
Spain	Pontevedra, Galicia, Spain	1
Spain	Sahagún, Castille and Leon, Spain	3
Spain	Sevilla, Andalusia, Spain	1
Spain	Spain	26
Spain	Toledo, Castille-La Mancha, Spain	1
Spain	Valencia, Spain	6
Spain	Vilagarcía de Arousa, Galicia, Spain	1
Spain	Viveiro, Spain	1
Sri Lanka	Colombo, Sri Lanka	1
Sri Lanka	Colombo, Western, Sri Lanka	2
Sri Lanka	Sri Lanka	16
Sudan	Al-Fashir, Northern Darfur State, Sudan	1
Sudan	Aweil, Northern Bahr el Ghazal, South Sudan	2
Sudan	Ayod, Jonglei, South Sudan	2
Sudan	Bentiu, Unity, South Sudan	1
Sudan	El Daein, Sudan	1
Sudan	Juba, Central Equatoria, South Sudan	1
Sudan	Khartoum State, Sudan	1
Sudan	Northern Bahr el Ghazal State, South Sudan	2
Sudan	Northern Darfur State, Sudan	1
Sudan	Rumbek, Lakes, South Sudan	1
Sudan	Southern Darfur State, Sudan	1
Sudan	Sudan	8
Sudan	Unity State, South Sudan	3
Sudan	White Nile State, Sudan	1
Sudan	Zalingei, Western Darfur State, Sudan	2
Swaziland	Manzini District, Swaziland	4
Swaziland	Swaziland	1
Sweden	Blekinge, Sweden	1
Sweden	Sweden	4
Switzerland	Affoltern im Emmental, Bern, Switzerland	1
Switzerland	Buttisholz, Lucerne, Switzerland	1
Switzerland	Cheyres, Fribourg, Switzerland	1
Switzerland	Courcelon, Jura, Switzerland	1
Switzerland	Emmen, Lucerne, Switzerland	1
Switzerland	Grasswil, Bern, Switzerland	1
Switzerland	Gurzelen, Bern, Switzerland	1
Switzerland	Heimiswil, Bern, Switzerland	1
Switzerland	Küttigen, Aargau, Switzerland	1
Switzerland	Moosseedorf, Bern, Switzerland	1
Switzerland	Mühleberg, Bern, Switzerland	1
Switzerland	Neuchâtel, Switzerland	1
Switzerland	Niederried, Bern, Switzerland	1
Switzerland	Oekingen, Solothurn, Switzerland	1
Switzerland	Rapperswil, Bern, Switzerland	2
Switzerland	Richenthal, Lucerne, Switzerland	1
Switzerland	Sigigen, Lucerne, Switzerland	1
Switzerland	Switzerland	11
Switzerland	Thundorf, Thurgau, Switzerland	1
Syria	Al Hasakah Governorate, Syria	1
Syria	Damascus Governorate, Syria	3
Syria	Syria	2
Tajikistan	Tajikistan	1
Tanzania	Arusha, Arusha, Tanzania	1
Tanzania	Iringa, Iringa, Tanzania	1
Tanzania	Kagera Region, Kagera, Tanzania	4
Tanzania	Karagwe District, Kagera, Tanzania	4
Tanzania	Tanzania	3
Tanzania	Temeke District, Tanzania	1
Thailand	Bangkok, Thailand	5
Thailand	Buriram, Buriram, Thailand	2
Thailand	Chiangmai, Chiang Mai, Thailand	1
Thailand	Lampang Province, Thailand	1
Thailand	Lampang, Lampang, Thailand	1
Thailand	Maha Sarakham, Maha Sarakham, Thailand	3
Thailand	Mahasrakham Province, Thailand	1
Thailand	Phi Phi Islands,  Krabi, Thailand	1
Thailand	Phuket, Phuket, Thailand	2
Thailand	Rayong, Thailand	2
Thailand	Thailand	15
The Bahamas	Princess Margaret Hospital, Nassau, The Bahamas	1
Trinidad & Tobago	Mayaro, Trinidad and Tobago	1
Trinidad & Tobago	Princes Town, Trinidad and Tobago	1
Trinidad & Tobago	Trinidad & Tobago	3
Tunisia	Borj et Touil, Ariana, Tunisia	1
Tunisia	Gafsa, Qafşah, Tunisia	1
Tunisia	Gouvernorat de Sidi Bou Zid, Sīdī Bū Zayd, Tunisia	1
Tunisia	Jelma Ouest, Sidi Bouzid Ouest, Tunisia	2
Tunisia	Kebili, Qibilī, Tunisia	2
Tunisia	Lessouda, Sidi Bouzid, Tunisia	2
Tunisia	Majoura, Gafsa, Tunisia	1
Tunisia	Regueb, Sidi Bouzid, Tunisia	1
Tunisia	Sanndouk, Sidi Bouzid, Tunisia	1
Tunisia	Sidi Bouzid Ouest, Tunisia	1
Tunisia	Sidi Bouzid, Sīdī Bū Zayd, Tunisia	2
Tunisia	Tunisia	11
Turkey	Mardin, Turkey	1
Turkey	Turkey	1
Uganda	Agago District, Uganda	3
Uganda	Ibanda District, Uganda	2
Uganda	Kabale District, Kabale, Uganda	2
Uganda	Kabale District, Uganda	15
Uganda	Kagadi, Western Region, Uganda	5
Uganda	Kampala District, Uganda	1
Uganda	Kasese District, Uganda	1
Uganda	Kibaale District, Uganda	33
Uganda	Kibaale National Park, Western Region, Uganda	1
Uganda	Kibale, Uganda	1
Uganda	Kitumba, Uganda	4
Uganda	Mulago Hospital, Central Region, Uganda	1
Uganda	Nebbi District, Uganda	1
Uganda	Ngora District, Uganda	1
Uganda	Uganda	107
Ukraine	Bohodukhiv, Kharkivska, Ukraine	9
Ukraine	Cherkasy, Cherkas'ka oblast, Ukraine	2
Ukraine	Cherkas’ka Oblast’, Cherkas'ka Oblast', Ukraine	1
Ukraine	Dnipropetrovs'k, Dnipropetrovska, Ukraine	3
Ukraine	Donets'ka Oblast', Ukraine	1
Ukraine	Hradenytsi, Odeska, Ukraine	1
Ukraine	Illichivsk, Odeska, Ukraine	1
Ukraine	Kharkiv, Kharkivs'ka, Ukraine	2
Ukraine	Komsomolske, Kharkivska, Ukraine	2
Ukraine	Livadiya, Avtonomna Respublika Krym, Ukraine	2
Ukraine	Lviv Oblast, Ukraine	2
Ukraine	Lviv, L'vivs'ka Oblast', Ukraine	2
Ukraine	Mariupol, Donets'ka Oblast', Ukraine	2
Ukraine	Melitopol, Zaporiz'ka, Ukraine	2
Ukraine	Odesa, Odes'ka oblast, Ukraine	4
Ukraine	Sergeyevka, Odessa, Ukraine	1
Ukraine	Shehyni, Lvivska Oblast, Ukraine	1
Ukraine	Ukraine	26
Ukraine	Vinnytsya, Vinnyts'ka oblast, Ukraine	1
Ukraine	Vinnytsya, Vinnyts'ka, Ukraine	1
Ukraine	Voznesenka, Zaporiz'ka, Ukraine	1
Ukraine	Zaporizhia, Zaporiz'ka oblast, Ukraine	1
Ukraine	Zaporizka Oblast, Ukraine	4
Ukraine	Zaporozhye, Ukraine	1
Ukraine	Zhytomyr, Zhytomyrs'ka oblast, Ukraine	1
Ukraine	Zhytomyrs'ka oblast, Ukraine	1
United Arab Emirates	Abu Dhabi, United Arab Emirates 	1
United Arab Emirates	Dubai, United Arab Emirates 	3
United Arab Emirates	Sharjah, United Arab Emirates 	7
United Arab Emirates	United Arab Emirates	2
United Kingdom	Alexandra Hospital, England, United Kingdom	3
United Kingdom	Ayrshire and Arran area, Scotland, United Kingdom	2
United Kingdom	Bay Great Western Hotel, Oban, Scotland, UK	1
United Kingdom	Beccles, Suffolk, England, United Kingdom	2
United Kingdom	Beggarwood, Hampshire, England, UK	1
United Kingdom	Belfast City Hospital, Belfast, Northern Ireland, UK	1
United Kingdom	Belfast, Northern Ireland, United Kingdom	11
United Kingdom	Birmingham, England, United Kingdom	1
United Kingdom	Blackpool, England, United Kingdom	3
United Kingdom	Bolton, England, United Kingdom	2
United Kingdom	Brecon, Wales, United Kingdom	1
United Kingdom	Bretton, Peterborough, UK	2
United Kingdom	Bridlington, England, United Kingdom	1
United Kingdom	Budleigh Salterton, Devon, England	1
United Kingdom	Burstow Primary School, Smallfield, Surrey, England	1
United Kingdom	Cantref Adventure Farm and Riding Centre, Wales, United Kingdom	3
United Kingdom	Cardiganshire, Wales, United Kingdom	1
United Kingdom	Carmarthen, Wales, United Kingdom	3
United Kingdom	Cheltenham, England, United Kingdom	3
United Kingdom	Cheshire, England, United Kingdom	1
United Kingdom	Cornwall, England, United Kingdom	4
United Kingdom	County Down, Northern Ireland, United Kingdom	1
United Kingdom	Coventry, England, United Kingdom	1
United Kingdom	Cross Lane Primary School, Elland, West Yorkshire, England, UK	1
United Kingdom	Cumbria, England, United Kingdom	4
United Kingdom	Devon, England, United Kingdom	1
United Kingdom	Dumfries, Scotland, United Kingdom	1
United Kingdom	East Renfrewshire, Scotland, United Kingdom	1
United Kingdom	East Riding of Yorkshire, England, United Kingdom	1
United Kingdom	East Surrey Hospital, England, United Kingdom	1
United Kingdom	East Sussex, England, United Kingdom	2
United Kingdom	England	20
United Kingdom	Essex, England, United Kingdom	3
United Kingdom	Forth Valley Royal Hospital, Larbert, Scotland, United Kingdom	1
United Kingdom	Friday Bridge Primary School, Friday Bridge, Cambridgeshire, England, UK	1
United Kingdom	Glasgow, Scotland, United Kingdom	4
United Kingdom	Gloucestershire, England, United Kingdom	2
United Kingdom	Gwynedd, Wales, UK	2
United Kingdom	Halton, England, United Kingdom	1
United Kingdom	Hampshire, England, United Kingdom	3
United Kingdom	Herefordshire, England, United Kingdom	2
United Kingdom	Hertfordshire, England, United Kingdom	1
United Kingdom	Hull, England, United Kingdom	1
United Kingdom	Isle of Wight, England, United Kingdom	2
United Kingdom	Jersey	1
United Kingdom	Kent, England, United Kingdom	1
United Kingdom	Lanarkshire, Scotland, United Kingdom	1
United Kingdom	Lancashire, England, United Kingdom	3
United Kingdom	Leicester Royal Infirmary, England, United Kingdom	1
United Kingdom	Leicester, England, United Kingdom	1
United Kingdom	London Borough of Croydon, England, United Kingdom	1
United Kingdom	London Zoo, London, England, UK	2
United Kingdom	London, England, United Kingdom	2
United Kingdom	Manchester, England, United Kingdom	2
United Kingdom	Mayfield, Midlothian, Scotland, UK	1
United Kingdom	Merseyside, England, United Kingdom	1
United Kingdom	Newport Centre, Newport, Wales, UK	2
United Kingdom	Newport, Wales, United Kingdom	2
United Kingdom	Ninewells Hospital & Medical School, Scotland, United Kingdom	2
United Kingdom	North Yorkshire, England, United Kingdom	1
United Kingdom	Northampton, England, United Kingdom	2
United Kingdom	Northern Ireland	13
United Kingdom	Northumberland,  England, United Kingdom	2
United Kingdom	Nottinghamshire, England, United Kingdom	1
United Kingdom	Oban, Argyll and Bute, Scotland, United Kingdom	1
United Kingdom	Orkney, Scotland, United Kingdom	5
United Kingdom	Oxfordshire, England, United Kingdom	1
United Kingdom	Paignton, Devon, England, United Kingdom	1
United Kingdom	Perth, Scotland, United Kingdom	1
United Kingdom	Peterborough City Hospital, Peterborough, Cambridgeshire PE3 9GZ, UK	1
United Kingdom	Pittenweem, Scotland, United Kingdom	1
United Kingdom	Plymouth, England, United Kingdom	1
United Kingdom	Powys, Wales, United Kingdom	1
United Kingdom	Princess Royal University Hospital, England, United Kingdom	1
United Kingdom	Queen Elizabeth Hospital, Greenwich, Greater London SE18, UK	1
United Kingdom	Queen Mary's Hospital, Bexley, Greater London DA14 6, UK	2
United Kingdom	Raigmore Hospital, Inverness, UK	1
United Kingdom	Reinwood Junior School, Huddersfield, West Yorkshire, England	1
United Kingdom	Rochford, England, United Kingdom	2
